danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster,id
0.486,0.31,9.0,-12.075,0.0,0.0538,0.795,0.0,0.173,0.578,135.823,7.0,76F9rF3pQjPm4i8KVwx9Yd
0.621,0.259,5.0,-12.505,0.0,0.1,0.51,0.0,0.0672,0.836,138.664,7.0,19qklMrfkSQjwIR33bAIN7
0.608,0.387,11.0,-20.157,0.0,0.0411,0.86,0.662,0.187,0.809,91.489,2.0,5PXIzyJURVKyO1cwVDuGEK
0.671,0.288,0.0,-10.508,0.0,0.0439,0.923,2.39e-05,0.112,0.473,103.777,7.0,44DiSGodp1YooCyJfI2aeQ
0.646,0.12,5.0,-13.447,0.0,0.0336,0.867,0.0,0.261,0.442,96.284,7.0,1f1ybry2mOfAgP3qBFMiKc
0.759,0.0855,0.0,-24.807,1.0,0.0484,0.952,0.795,0.0904,0.497,110.102,8.0,0RIQBKhveHc4LA4BhtkstS
0.666,0.416,4.0,-13.127,0.0,0.0384,0.685,0.000323,0.315,0.754,167.793,7.0,1fLjpMWjiB9WavCBrPX1eH
0.514,0.333,2.0,-10.817,1.0,0.0355,0.774,0.0,0.0888,0.458,68.189,11.0,3qTYzMkbzxqRtA2hlSz4Ba
0.665,0.248,5.0,-13.717,1.0,0.0398,0.935,0.888,0.103,0.561,74.023,2.0,7sjZIf7J5FQlNQrOQWODai
0.388,0.337,8.0,-13.437,1.0,0.0288,0.252,0.899,0.108,0.209,92.526,2.0,7eTxWRSvauWm5L3FblGk2h
0.752,0.287,1.0,-10.675,1.0,0.283,0.563,0.0,0.0642,0.681,139.15,0.0,499GXjmRXzKrZLmiWrhvuY
0.654,0.334,8.0,-12.662,1.0,0.0521,0.702,0.714,0.114,0.697,81.544,2.0,2oMaXY0yiWhAEWD7SutXh2
0.798,0.219,5.0,-14.195,0.0,0.0565,0.955,0.000299,0.12,0.666,76.794,7.0,3vXRZhHnVB3Z5scbRgH1ah
0.822,0.576,9.0,-7.693,0.0,0.0353,0.476,0.753,0.122,0.678,108.046,2.0,3PTBckckvBrl8c4r6xLpFx
0.543,0.133,7.0,-16.846,0.0,0.1,0.805,0.00135,0.125,0.464,171.493,13.0,0GUUhTWMylAx5pHDI42t1V
0.644,0.202,7.0,-14.264,1.0,0.0417,0.851,0.0,0.106,0.541,102.631,11.0,3dnr2FigpqoQ7pNA4EKtp3
0.398,0.204,5.0,-13.227,0.0,0.0542,0.956,0.000122,0.144,0.686,178.295,13.0,3Pe0waDSznXfHHEmEGXU57
0.733,0.205,10.0,-12.05,1.0,0.0485,0.725,0.0183,0.0917,0.0931,63.255,11.0,7t6Kf3myyknIqWzDFfaImE
0.659,0.371,3.0,-12.176,1.0,0.0609,0.74,0.0,0.192,0.722,94.419,11.0,0sguFXNUDV7rZ9GYB9v1r2
0.65,0.517,7.0,-5.408,1.0,0.0448,0.734,0.0,0.256,0.787,82.694,11.0,6TSeKvWgaYitBKSanHfWsy
0.631,0.28,7.0,-18.542,1.0,0.0419,0.787,0.332,0.205,0.556,76.529,11.0,1a8NXpwR2o6LZEG4uAJ6ck
0.665,0.697,8.0,-7.101,1.0,0.104,0.639,0.0,0.0935,0.934,100.779,1.0,5935p4F2K5crvwdc6mBLPg
0.576,0.335,7.0,-12.706,1.0,0.0438,0.748,0.0714,0.131,0.455,77.415,11.0,2gt0kkTEph69p2ZWn177Tt
0.584,0.411,5.0,-16.38,0.0,0.152,0.527,0.0,0.102,0.727,133.703,7.0,7BWHPwLi3s4rOnKXooZQXP
0.617,0.538,0.0,-6.388,1.0,0.142,0.5,0.0787,0.132,0.71,151.437,3.0,0Dvn6bjMSqv2N50h1AESbu
0.748,0.449,0.0,-8.768,0.0,0.0394,0.739,0.0,0.0439,0.853,95.95,7.0,67KiXzH1vJUJdmpcq9DaoB
0.716,0.294,3.0,-6.177,1.0,0.129,0.819,0.0,0.101,0.634,126.729,11.0,5Q7Ag0Geoh18cqVJHoDaPv
0.601,0.384,8.0,-9.541,1.0,0.105,0.924,0.00608,0.088,0.699,129.728,13.0,56IPhyZ2ByxWPksbqKpNxF
0.67,0.237,0.0,-18.342,1.0,0.0364,0.92,0.939,0.093,0.609,84.292,2.0,5ZaLdSX0UJdLWkOJOVDyzK
0.618,0.195,5.0,-16.262,1.0,0.142,0.761,0.0363,0.0744,0.812,84.605,11.0,1wqrfKgBPtCHITqSwwXcxf
0.484,0.278,8.0,-17.089,1.0,0.037,0.672,0.362,0.0923,0.362,145.351,13.0,5JnVSvNTtEPLe2xM1EvXGs
0.6,0.278,10.0,-10.712,0.0,0.0431,0.819,4.55e-05,0.415,0.671,95.528,7.0,2oBKJYEr166RFXyXtEAtCd
0.79,0.334,0.0,-16.057,1.0,0.047,0.588,0.0017,0.0677,0.802,115.519,11.0,29q5W2FpwJyjZjrJROG5Mk
0.554,0.501,8.0,-8.277,1.0,0.0354,0.475,0.0,0.112,0.513,117.003,11.0,44a3wyIm26EbMwGEFXDdDR
0.729,0.344,8.0,-14.173,1.0,0.052,0.772,0.000133,0.285,0.814,132.75,13.0,024nBbxvX3NpCbrw5XZW3B
0.656,0.285,8.0,-13.205,1.0,0.0478,0.875,0.00317,0.0908,0.612,80.197,11.0,42iATJYN5S908wQMReeDkV
0.544,0.246,0.0,-14.357,1.0,0.0607,0.872,0.000568,0.108,0.676,99.586,11.0,0AoklugadsjYsNpOdidHpF
0.615,0.303,5.0,-9.681,1.0,0.035,0.917,0.0,0.105,0.583,115.472,11.0,48SsJI70wRwQkndkebmLAd
0.698,0.272,5.0,-13.192,1.0,0.069,0.829,0.0,0.0745,0.874,93.849,11.0,7viOK0TULHr1y8RU1K0R0s
0.688,0.154,0.0,-12.901,0.0,0.0578,0.688,0.0,0.209,0.566,124.798,7.0,66aidOEPunzwQGOKqds2PR
0.669,0.462,5.0,-9.919,1.0,0.0349,0.441,0.185,0.114,0.648,120.038,11.0,2MlQuvVsq23rnanz6OYaB5
0.66,0.268,2.0,-11.279,0.0,0.0641,0.932,0.00155,0.166,0.606,128.078,7.0,7M3mkGFmV8YMJXcxJ14OJ3
0.569,0.406,5.0,-9.794,0.0,0.0796,0.774,0.0,0.252,0.57,79.766,7.0,3B1p5fP7kwsWb7WnazHDrS
0.738,0.503,1.0,-7.589,1.0,0.0953,0.672,0.00046,0.169,0.804,104.837,3.0,63DeUSSaejT2QBXkDYwXWt
0.42,0.332,10.0,-16.944,1.0,0.0302,0.585,0.931,0.666,0.624,150.478,2.0,44mZcRGz5AypDvxNFHDPYd
0.646,0.668,0.0,-7.855,0.0,0.0343,0.687,0.00432,0.241,0.827,102.914,7.0,5K5NOAnF7DwQATrEumi6dS
0.631,0.376,8.0,-8.385,1.0,0.047,0.831,0.000118,0.0816,0.611,146.705,13.0,0b8zKRejjjnmdIFes3tzqh
0.515,0.413,5.0,-13.288,1.0,0.0606,0.671,0.0,0.306,0.673,132.235,13.0,5NltGjgbV9hy4HMCS9CYoy
0.628,0.333,0.0,-10.631,0.0,0.0658,0.75,0.0,0.334,0.68,76.763,7.0,5Q4JJ0pK8zEF0oWJxygGAm
0.553,0.426,8.0,-12.754,1.0,0.0306,0.684,0.232,0.101,0.611,130.116,13.0,6SCyZl4vel7zvAPj29xqmi
0.5,0.474,1.0,-13.42,1.0,0.0391,0.537,0.0275,0.346,0.754,98.283,11.0,1vk8IJceUSsnEycyXnLHr4
0.576,0.238,9.0,-12.117,0.0,0.0428,0.903,0.0409,0.138,0.383,90.232,7.0,48RDHEZQhUHFfwrJ7o7Owr
0.532,0.423,10.0,-6.742,0.0,0.0924,0.785,0.0,0.12,0.664,172.225,13.0,1ahnyRMBhh9H9d8v8JIyYF
0.651,0.476,0.0,-8.876,0.0,0.0787,0.827,0.0,0.171,0.668,108.047,7.0,6hRotep2BbjGYmHHjj6soQ
0.586,0.382,5.0,-13.572,0.0,0.124,0.692,0.000666,0.0819,0.862,81.58,7.0,56z6nKTleua5OBs5dO76aV
0.655,0.427,3.0,-8.057,1.0,0.0865,0.815,2.04e-06,0.0882,0.854,138.251,13.0,2NThME2zwT3u2ZiaFan2Fl
0.677,0.382,0.0,-11.154,1.0,0.0408,0.704,0.123,0.098,0.729,115.189,11.0,71igtS6V0X6v1s53CWS1nO
0.686,0.372,0.0,-12.663,1.0,0.0356,0.78,2.73e-05,0.101,0.536,118.562,11.0,2dk9zmPIOjVXhUgeLgfKNU
0.61,0.328,8.0,-11.446,1.0,0.0655,0.795,0.896,0.178,0.589,102.865,2.0,60WNBop8SdFIZZ8PZABZNq
0.616,0.184,3.0,-10.388,0.0,0.0425,0.759,0.0,0.207,0.346,127.657,7.0,3MnRIr9WZLkX3OIQBSByMF
0.475,0.365,9.0,-10.694,0.0,0.0378,0.731,0.0,0.309,0.46,78.531,7.0,6bgkRqGbBJJ9cnwj8S4CkC
0.578,0.31,6.0,-16.32,1.0,0.0377,0.83,0.796,0.124,0.696,81.517,2.0,49vFXoPnbgIoLd76Szqmar
0.593,0.662,8.0,-6.54,1.0,0.0655,0.548,0.0,0.226,0.758,110.227,1.0,2pEBaVA84jg2kDyGa2rGDf
0.589,0.305,10.0,-11.783,1.0,0.0684,0.861,0.0811,0.0554,0.774,198.747,13.0,4BWJoCEQX9RAJPX26kk1QP
0.728,0.222,5.0,-18.143,0.0,0.0655,0.552,0.000208,0.107,0.704,95.463,7.0,65Yy88Liyj4JzcU2gbklgR
0.612,0.604,0.0,-6.306,0.0,0.0364,0.77,0.695,0.162,0.924,109.86,2.0,1jWOaHSKT7CUcBuLdIcOTp
0.728,0.422,5.0,-5.932,0.0,0.0533,0.663,0.0,0.0832,0.69,116.813,7.0,531BfkXiRcoBDqRaJWKfqT
0.479,0.495,0.0,-11.239,1.0,0.0421,0.619,7.93e-05,0.203,0.766,131.636,3.0,1VGjnaotsGHOoYBgPkfskN
0.602,0.255,3.0,-10.781,1.0,0.048,0.827,0.0,0.132,0.523,107.705,11.0,49biLp7sPTHLW6sQib5F0V
0.663,0.495,8.0,-8.121,1.0,0.0537,0.708,0.000623,0.182,0.701,109.343,11.0,2Q6fLryY9lv34jazpe4bnE
0.481,0.569,10.0,-11.99,0.0,0.0324,0.225,0.848,0.087,0.824,100.767,2.0,3bQEe78SKsthvH116E12YJ
0.674,0.574,10.0,-10.828,1.0,0.0309,0.112,0.884,0.148,0.684,95.027,2.0,3kU2MqtFLYhyOpHHXQLS3q
0.617,0.479,2.0,-7.342,0.0,0.0361,0.675,0.000522,0.101,0.832,110.016,7.0,2wfLEFTytRTwmMgSDlOrap
0.569,0.601,5.0,-10.154,1.0,0.0901,0.412,0.0139,0.2,0.785,118.412,1.0,16rC6JrsasyG7p3MjbEFgR
0.648,0.277,5.0,-15.763,1.0,0.0319,0.839,0.851,0.0834,0.607,107.462,2.0,55vZxzO7OAmh93hLRiM8qB
0.56,0.492,7.0,-10.693,1.0,0.187,0.607,0.000129,0.435,0.567,80.545,12.0,2x8hsmA7p24OxS5vxVG1C6
0.512,0.137,1.0,-14.554,1.0,0.056,0.888,0.176,0.0969,0.63,173.791,13.0,0LsYGVyyGCAvCX8bf2I2vO
0.586,0.558,5.0,-10.503,0.0,0.0366,0.743,0.00148,0.0609,0.549,94.083,7.0,6PKGuyvnWzcwC8aDPp9ywI
0.602,0.389,2.0,-10.771,1.0,0.054,0.732,0.535,0.127,0.524,95.821,2.0,1BOH3GRgTRZz7NITH4oEIG
0.538,0.238,0.0,-16.677,1.0,0.136,0.105,0.0482,0.104,0.721,171.71,13.0,6VRSZGxuhPGOCgUUAnAaUw
0.711,0.417,8.0,-8.833,1.0,0.0378,0.409,0.0,0.0886,0.654,133.655,1.0,63OYNxGrbMgvoPFatr9X9C
0.592,0.409,10.0,-14.976,0.0,0.0384,0.527,0.871,0.121,0.659,96.82,2.0,4p1NcWez9GkjeLQAV7WOLP
0.853,0.198,6.0,-17.448,1.0,0.0388,0.573,0.00694,0.195,0.444,116.593,11.0,1EDPO11fsLlQvGBhzxprqS
0.506,0.289,3.0,-17.365,1.0,0.0301,0.803,0.862,0.11,0.211,99.876,8.0,3kl4pwODJrCPK1fHsK2was
0.595,0.659,0.0,-9.044,1.0,0.0422,0.119,0.000258,0.27,0.65,111.926,3.0,0iZFlr1KifqE2h5jM8g5pF
0.418,0.44,0.0,-16.602,0.0,0.035,0.555,0.514,0.124,0.561,129.736,2.0,0TPnEGIdWuqnW85mIVqoie
0.545,0.362,3.0,-8.472,1.0,0.0532,0.756,0.0,0.0837,0.793,165.153,13.0,2QPxNZFYWCEtvLRQ8cEVli
0.664,0.664,10.0,-7.265,1.0,0.0323,0.512,0.000658,0.108,0.941,102.896,1.0,5GmGwX7LtHc1eQEpwdzsxU
0.815,0.834,4.0,-2.828,0.0,0.0475,0.0327,0.000268,0.27,0.692,129.989,5.0,4uOBL4DDWWVx4RhYKlPbPC
0.496,0.447,0.0,-5.878,1.0,0.0317,0.82,0.0,0.098,0.315,101.132,11.0,0djkJ3iAARXRCbfbwwVc3o
0.783,0.592,11.0,-8.332,0.0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,5.0,739WUU1tPFLO4x4HJq561K
0.722,0.833,6.0,-3.915,1.0,0.094,0.0556,0.0,0.195,0.53,93.941,1.0,0jFHMDRXxKaREor3hBEEST
0.714,0.736,2.0,-3.801,1.0,0.0457,0.191,0.0,0.0553,0.814,149.985,3.0,5GKwq4sO5ZHKuWaDmdwMQc
0.697,0.713,8.0,-5.273,0.0,0.115,0.0153,0.0,0.0857,0.667,99.964,5.0,1cgBWgoL6520lR2QZDzdGN
0.74,0.804,3.0,-2.187,1.0,0.0546,0.411,0.0,0.0578,0.791,150.013,3.0,7nkp1uuSbKkoxMvEs8cSw0
0.633,0.915,9.0,-2.347,1.0,0.106,0.0437,0.0,0.107,0.622,128.033,1.0,5crARIrvoMiMf2AdlD78WN
0.795,0.875,4.0,-4.079,0.0,0.0525,0.111,8.94e-05,0.107,0.375,104.008,9.0,51vRumtqbkNW9wrKfESwfu
0.621,0.821,6.0,-3.662,0.0,0.0364,0.00548,0.000578,0.142,0.646,120.062,5.0,46WaBBaEHzgbN88Ew0nh50
0.839,0.902,1.0,-3.612,0.0,0.0536,0.0868,0.00257,0.272,0.639,114.953,9.0,42tFTth2jcF7iSo0RBjfJF
0.695,0.832,9.0,-3.455,0.0,0.0288,0.000371,0.000483,0.469,0.249,111.997,9.0,7n2HVHWqFsyAOs5HqmE1Dl
0.726,0.963,9.0,-1.111,0.0,0.0916,0.0429,0.00157,0.128,0.769,126.062,5.0,0CnpSTdL9l5vQM4YnzXtyo
0.54,0.929,7.0,-2.646,1.0,0.279,0.00584,4.11e-06,0.424,0.621,176.019,6.0,5DZdCgnX9xAj59X6X7cQBs
0.697,0.82,5.0,-4.502,1.0,0.0308,0.1,0.0,0.0631,0.502,136.054,10.0,74X2u8JMVooG2QbjRxXwR8
0.744,0.963,7.0,-1.525,1.0,0.0616,0.136,1.86e-06,0.0836,0.788,102.985,1.0,0BhMw9r3eOLMLXRFBLCt6O
0.706,0.756,4.0,-4.405,0.0,0.0845,0.0392,0.0,0.18,0.676,97.098,5.0,7qmvLmX9tyaTiBAVNI6YEn
0.728,0.801,6.0,-4.428,0.0,0.0439,0.04,0.0,0.0415,0.656,123.953,5.0,46E1ic6n099e76t5J1TbHn
0.692,0.881,11.0,-2.563,0.0,0.0461,0.0457,4.45e-06,0.146,0.432,103.053,5.0,3ejAkJLWQSEJDqDXxK3efB
0.646,0.923,8.0,-1.309,1.0,0.0613,0.166,0.0,0.0507,0.703,106.086,1.0,6x7fux7bZEfnChKx3nhSZn
0.712,0.893,10.0,-3.995,0.0,0.0851,0.00788,0.0,0.169,0.828,125.022,5.0,0rhI6gvOeCKA502RdJAbfs
0.786,0.852,8.0,-2.687,1.0,0.0813,0.0687,0.0,0.0759,0.455,125.036,1.0,4ZxOuNHhpyOj4gv52MtQpT
0.765,0.777,5.0,-4.376,0.0,0.0399,0.0539,2.58e-06,0.338,0.64,111.944,5.0,6I2tqFhk8tq69iursYxuxd
0.903,0.685,11.0,-4.772,0.0,0.105,0.069,1.12e-05,0.127,0.873,130.01,5.0,3VBj0lzjmhTzVFPEDOjNCG
0.814,0.641,6.0,-5.957,0.0,0.111,0.027,0.0,0.0993,0.183,133.854,9.0,3r8RuvgbX9s7ammBn07D3W
0.572,0.84,0.0,-3.349,0.0,0.126,0.155,0.0,0.638,0.146,149.864,12.0,63J1RStsmoVKXNTCHRNxii
0.756,0.93,1.0,-1.082,0.0,0.0274,0.281,0.0,0.11,0.737,99.988,9.0,0t7kjpVLgOYITrSfFCoBEA
0.557,0.719,2.0,-4.515,0.0,0.0371,0.00267,0.0,0.306,0.345,77.502,9.0,6m1TWFMeon7ai9XLOzdbiR
0.531,0.747,0.0,-3.717,1.0,0.0946,0.0549,0.0,0.244,0.434,148.039,10.0,68gQG2HpRMxIRom4pCugMq
0.847,0.638,0.0,-3.764,1.0,0.0575,0.0596,0.0,0.0894,0.661,156.935,3.0,2DwUdMJ5uxv20EhAildreg
0.879,0.784,10.0,-3.944,0.0,0.081,0.0759,0.0,0.125,0.83,105.019,5.0,0bMoNdAnxNR0OuQbGDovrr
0.442,0.748,11.0,-4.718,0.0,0.0895,0.0272,0.000128,0.0642,0.408,99.981,9.0,0ra3bPUOj2YnY4FJHXtgHZ
0.716,0.779,1.0,-2.203,1.0,0.0805,0.178,1.16e-06,0.167,0.59,99.977,3.0,1rp986nzkyAX1wFpxzbwlC
0.746,0.726,8.0,-3.499,0.0,0.0394,0.0706,3.43e-06,0.278,0.578,104.961,5.0,4IOxk5ep5ONrdlL0ZIy64v
0.664,0.666,8.0,-2.203,1.0,0.0446,0.193,0.0,0.0854,0.405,139.987,10.0,3CYH422oy1cZNoo0GTG1TK
0.733,0.855,9.0,-3.211,1.0,0.118,0.00481,0.0,0.123,0.42,126.035,1.0,1e8J3XClxZbFmvIHLI8CE4
0.634,0.928,1.0,-1.609,1.0,0.0514,0.00719,2.55e-06,0.0626,0.738,164.007,3.0,52CBUrIdyf8tbZaUY9iawE
0.781,0.683,0.0,-4.258,1.0,0.0325,0.164,1.53e-06,0.16,0.722,100.005,3.0,6Upu6yjkdi0DVI8E3IBZEU
0.653,0.923,8.0,-2.163,0.0,0.0621,0.145,0.0,0.137,0.692,114.902,5.0,55kuHkT2CWhWKF6CoRDnJq
0.831,0.554,1.0,-9.998,0.0,0.218,0.161,6.12e-05,0.152,0.396,140.026,0.0,7hU3IHwjX150XLoTVmjD0q
0.726,0.903,7.0,-2.277,0.0,0.0357,0.055,0.000225,0.158,0.958,129.986,5.0,5HiSc2ZCGn8L3cH3qSwzBT
0.726,0.91,4.0,-1.948,0.0,0.179,0.0413,7.81e-06,0.479,0.648,135.966,9.0,6NnCWIWV740gP7DQ8kqdIE
0.701,0.968,1.0,-0.913,1.0,0.078,0.103,0.0,0.832,0.913,100.009,12.0,548FKDwnyPFkfWmtoK6ETA
0.661,0.836,5.0,-3.164,0.0,0.059,0.00268,0.0,0.497,0.396,124.952,9.0,13MF2TYuyfITClL1R2ei6e
0.806,0.707,7.0,-4.623,1.0,0.0307,0.331,0.0,0.294,0.746,118.009,1.0,3d3ELsqKlQ7WA0a10Isu3l
0.714,0.812,7.0,-2.703,1.0,0.0351,0.00189,1.96e-06,0.229,0.377,112.018,10.0,6BKOhvRPY54uvfqWwg7MKi
0.692,0.886,1.0,-2.519,1.0,0.0519,0.284,0.0,0.341,0.879,100.03,3.0,6Rx0ORYPP3GH9rTvGS5Vy8
0.787,0.543,10.0,-6.7,0.0,0.037,0.0233,0.0,0.0861,0.332,99.026,5.0,0ErzcmZ2gIwX7X0xSMQPix
0.665,0.919,2.0,-3.211,1.0,0.0922,0.00191,0.0,0.0588,0.782,129.962,3.0,4EwNWRBWdZ6bgvxRHlZ8OO
0.756,0.927,7.0,-2.116,1.0,0.0594,0.0617,0.0,0.343,0.723,123.005,1.0,6Ihdn6wW2UBhfTKWbP29KA
0.641,0.825,7.0,-5.243,1.0,0.068,0.000425,0.194,0.382,0.341,102.518,10.0,1M31zIMamohkItOjLaBbtx
0.521,0.895,7.0,-5.242,1.0,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,10.0,2bPGTMB5sFfFYQ2YvSmup0
0.635,0.624,2.0,-7.104,1.0,0.0304,0.0022,0.0455,0.188,0.336,119.97,10.0,4mxiv6HQfhqgIuN5iOONQd
0.415,0.908,2.0,-9.701,1.0,0.0765,0.00437,0.0345,0.082,0.437,114.816,10.0,2SgbR6ttzoNlCRGQOKjrop
0.477,0.859,0.0,-8.625,1.0,0.0387,0.000333,0.000155,0.265,0.629,91.009,3.0,5ObemyuL5dhT67hyz1iWlA
0.473,0.783,10.0,-10.671,0.0,0.0869,0.0125,0.475,0.268,0.124,91.976,9.0,54yLLvpezvPO1lA3GspiZj
0.322,0.991,6.0,-4.453,1.0,0.213,0.00313,0.0035,0.0708,0.198,140.221,10.0,3CIOopLwvyMvXk97ZEksKO
0.326,0.995,1.0,-4.38,1.0,0.147,9.41e-05,0.386,0.145,0.092,105.459,10.0,5ohfpKB5tt275f4Y4lQ9F7
0.325,0.985,11.0,-3.941,1.0,0.151,0.00177,0.107,0.351,0.221,125.307,10.0,5LyRtsQLhcXmy50VXhQXXS
0.362,0.961,2.0,-5.664,1.0,0.0857,0.024,9.35e-06,0.159,0.491,164.019,4.0,2RaA6kIcvomt77qlIgGhCT
0.382,0.996,7.0,-4.119,1.0,0.104,0.00208,0.0,0.417,0.327,93.345,10.0,2gscB6kDOmrv1P6qs2KXE3
0.419,0.878,7.0,-6.352,1.0,0.0553,0.000594,0.559,0.139,0.666,147.385,4.0,2M5WTwqnkyz7bW6P1CiD6q
0.409,0.89,0.0,-6.839,1.0,0.0558,0.088,0.107,0.0935,0.268,100.409,10.0,3nlGByvetDcS1uomAoiBmy
0.322,0.932,4.0,-4.252,0.0,0.163,8.57e-05,0.817,0.0969,0.376,138.042,2.0,5a2hIQWInPjqkkFiUEgxoX
0.428,0.874,4.0,-6.664,0.0,0.128,0.000337,0.0419,0.311,0.261,119.708,9.0,6ursmCnbc9oDRGa2yHKkoZ
0.481,0.981,6.0,-6.456,0.0,0.143,0.000148,0.0555,0.144,0.102,97.106,9.0,0MU1TyyAbuoXLGiQBgW9CI
0.33,0.841,1.0,-5.303,1.0,0.0562,0.000292,0.000262,0.061,0.672,106.807,10.0,2Quz6deYulrojpI9Bi3lXl
0.314,0.959,4.0,-4.657,0.0,0.0908,0.0263,0.000148,0.161,0.492,154.221,4.0,1HM7Vp84E4SMzdrZONg6bH
0.354,0.982,4.0,-3.026,0.0,0.168,0.000237,0.000294,0.204,0.194,143.772,9.0,61mWefnWQOLf90gepjOCb3
0.687,0.677,2.0,-4.172,1.0,0.0508,0.000643,0.000137,0.0564,0.545,75.052,3.0,3o7TMr6RmIusYH7Kkg7ujR
0.591,0.963,0.0,-6.489,0.0,0.0531,8.74e-05,0.000107,0.0781,0.609,125.03,9.0,6Nm8h73ycDG2saCnZV8poF
0.435,0.987,1.0,-4.667,0.0,0.16,0.000195,0.0847,0.268,0.101,103.16,9.0,0L7zm6afBEtrNKo6C6Gj08
0.27,0.886,11.0,-6.9,1.0,0.117,7.62e-06,0.0258,0.0899,0.19,119.283,10.0,4XvvR8F6qOcnzgChO1uTIO
0.313,0.882,0.0,-6.215,1.0,0.0355,0.0346,0.338,0.45,0.3,103.981,10.0,469rBLYJUZHMJLtq2Wch3h
0.291,0.974,6.0,-2.997,0.0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,12.0,6wqJeItl3Vc3az4ZicSQAB
0.286,0.982,0.0,-3.828,0.0,0.131,3.39e-05,0.00675,0.309,0.118,110.629,9.0,6vjvewW34Y3UiGQtJokGlY
0.544,0.739,9.0,-7.383,1.0,0.0517,0.00392,0.000143,0.168,0.328,118.287,10.0,2dbOYFfS7r7NAzquRvji9A
0.519,0.833,6.0,-6.947,0.0,0.0496,0.00572,4.33e-06,0.104,0.532,138.225,9.0,4f3RDq9nYPBeR1yMSgnmBm
0.408,0.953,7.0,-3.883,1.0,0.226,0.00532,0.0,0.338,0.291,177.94,4.0,5aeIj88MLdekYvObw5Yisk
0.319,0.965,7.0,-4.354,0.0,0.0646,9.4e-05,0.00221,0.141,0.624,127.721,9.0,7xa3dJQMzBVzsrZ81tNcHP
0.398,0.939,9.0,-2.865,0.0,0.0648,0.00591,0.000881,0.357,0.235,92.027,9.0,5hheGdf1cb4rK0FNiedCfK
0.417,0.934,7.0,-3.908,0.0,0.119,0.000278,0.0015,0.132,0.287,127.066,9.0,2DlHlPMa4M17kufBvI2lEN
0.575,0.881,9.0,-13.012,1.0,0.0357,0.000117,2.69e-05,0.147,0.699,132.127,1.0,28TcG73tbc4iGrGBFjiBnR
0.388,0.956,6.0,-6.037,0.0,0.0471,0.00115,0.000573,0.464,0.24,134.589,9.0,2XvVueul226rT8g4DQuKSK
0.402,0.969,8.0,-2.825,1.0,0.181,9.14e-05,0.0325,0.225,0.262,173.847,4.0,6RJdYpFQwLyNfDc5FbjkgV
0.285,0.908,4.0,-4.601,0.0,0.0705,0.0318,0.00909,0.311,0.669,159.756,4.0,4OROzZUy6gOWN4UGQVaZMF
0.407,0.98,7.0,-1.58,1.0,0.107,0.00174,0.000112,0.119,0.537,131.066,10.0,3GiJq4AQK7324mfIQbpiTf
0.532,0.759,1.0,-3.842,0.0,0.0319,0.000123,0.02,0.073,0.293,95.01,9.0,5ofoB8PFmocBXFBEWVb6Vz
0.508,0.988,1.0,-3.613,0.0,0.165,8.45e-05,0.0,0.209,0.174,75.018,9.0,1LHZMWefF9502NPfArRfvP
0.353,0.898,2.0,-5.877,1.0,0.052,2.23e-05,0.105,0.39,0.525,103.293,10.0,6W21LNLz9Sw7sUSNWMSHRu
0.663,0.91,4.0,-5.131,0.0,0.0495,0.00052,0.675,0.112,0.708,140.044,2.0,5mR858YsHYG761aUqZoGkD
0.438,0.93,9.0,-4.959,1.0,0.0484,0.0188,0.349,0.196,0.782,104.812,1.0,1SpuDZ7y1W4vaCzHeLvsf7
0.258,0.925,0.0,-6.544,1.0,0.0931,0.00207,8.28e-06,0.0864,0.623,196.975,4.0,3dT3OPMkRei9JQN66sWnPT
0.577,0.901,1.0,-5.981,1.0,0.0492,0.000431,3.59e-06,0.672,0.337,90.997,12.0,0eV3PB3T0OxW4feG1DlOjQ
0.329,0.954,8.0,-7.006,0.0,0.0722,4.2e-06,0.000614,0.051,0.627,156.899,4.0,6rkeaQRCWZxwkjhyqgxjXi
0.546,0.945,1.0,-4.399,1.0,0.0531,0.000311,0.0,0.724,0.545,135.128,12.0,6Q1m1GyNxyOwZ2ud3p7XoS
0.308,0.866,2.0,-5.671,0.0,0.059,0.000739,0.00141,0.232,0.227,109.825,9.0,6p8eFfPw3nQkf37aT3AkmK
0.285,0.825,1.0,-7.049,0.0,0.0466,0.000826,0.0,0.268,0.516,164.611,4.0,6w8dBm5KlXxWejYrbGS1EJ
0.307,0.748,2.0,-6.514,0.0,0.0568,0.212,0.000153,0.368,0.347,108.227,9.0,2ov8L95QD25TLpZAZPYWXL
0.462,0.996,11.0,-2.973,0.0,0.231,5.8e-05,0.00377,0.139,0.145,122.072,9.0,0Y2i84QWPFiFHQfEQDgHya
0.434,0.897,0.0,-4.918,1.0,0.0488,0.0103,0.0,0.612,0.684,148.726,12.0,2m1hi0nfMR9vdGC8UcrnwU
0.488,0.862,0.0,-7.595,1.0,0.0476,0.0204,0.0,0.359,0.706,104.56,3.0,1FkoVC85Ds3mFoK0fVqEqP
0.554,0.932,5.0,-3.424,0.0,0.0485,0.00154,0.000142,0.425,0.478,112.49,9.0,1vcxF91pWs9uNwDROuiCPB
